titulo,descripcion,categoria
"Venezuela dice estar dispuesta a avanzar en nueva agenda con la UE, Reino Unido y Suiza","Caracas, 12 ene (EFE).- El canciller de Venezuela, Yván Gil, aseguró este lunes que su país está dis...",Internacional
Revuelta republicana para reconocer en EE.UU. a María Corina como referente de la transición venezolana,"El Senado votará una resolución alabando a Trump, pero dejando claro que el chavismo no tiene legitimidad de ejercicio",Internacional
Trump se reunirá este jueves en la Casa Blanca con la opositora venezolana María Corina Machado,"El presidente de Estados Unidos, Donald Trump, se reunirá este jueves con la líder opositora...",Internacional
Decenas de personas se manifiestan en París en apoyo al actual movimiento de protesta en Irán,"París, 12 ene (EFE/EPA).- Decenas de personas se han manifestado en París para mostrar su apoyo a la...",Internacional
Cabello dice que eventual reapertura de embajadas con EEUU busca proteger a Maduro,"Caracas, 12 ene (EFE).- El ministro de Interior y Justicia de Venezuela, Diosdado Cabello, dijo este...",Internacional
Bloqueos de carreteras en Bolivia disminuyen tras acuerdo entre sindicalistas y el Gobierno,"La Paz, 12 ene (EFE).- Los bloqueos de carreteras aminoraron este lunes en Bolivia, después del acue...",Internacional
María Corina se reúne con León XIV,La premio Nobel de la Paz estará este martes en la Casa Blanca con Donald Trump,Internacional
Universitarios en Venezuela denuncian uso del estado de conmoción para extorsionar,"Caracas, 12 ene (EFE).- La representación estudiantil de la Universidad Central de Venezuela (UCV) d...",Internacional
Universitarios denuncian uso del estado de conmoción para extorsionar en Venezuela,"Caracas, 12 ene (EFE).- La representación estudiantil de la Universidad Central de Venezuela (UCV) d...",Internacional
Alejandro González de Canales: el español liberado que fue militar chavista y dirigente de Chevron,"Su detención está vinculada con la de su exmujer, Rocío San Miguel, abiertamente crítica con el chavismo y excarcelada hace unos días",Internacional
"Tras 72 horas sin calefacción, Kiev teme nuevos ataques rusos en medio de la ola de frío","Kiev, 12 ene (EFE).- Más de un millar de hogares siguen sin calefacción en la ciudad de Kiev a conse...",Internacional
Jefe de operaciones de la Terminal de Buses de la Paz confirma mayor fluidez tras descenso de bloqueos en carreteras,"La Paz, 12 ene (EFE).- Los bloqueos de carreteras aminoraron este lunes en Bolivia, después del acue...",Internacional
La invasión rusa de Ucrania ya supera la duración de su guerra contra la Alemania nazi,"Moscú creyó que Kiev se rendiría rápido y que los civiles ucranianos celebrarían la llegada de las tropas rusas, algo que no sucedió",Internacional
Bloqueos de carreteras bajan en Bolivia tras acuerdo entre sindicalistas y Gobierno de Paz,"La Paz, 12 ene (EFE).- Los bloqueos de carreteras aminoraron este lunes en Bolivia, después del acue...",Internacional
"Gobierno de Venezuela anuncia nuevas excarcelaciones de presos políticos, pero cifras no coinciden","Caracas (Venezuela), 12 ene (EFE).- El Gobierno de Venezuela y varias ONG informaron este lunes de n...",Internacional
Movimiento estudiantil exige transición sin persecución ni presos políticos en Venezuela,"Caracas, 12 ene (EFE).- La dirigencia estudiantil de la Universidad Central de Venezuela (FCU-UCV) e...",Internacional
La UE prepara nuevas sanciones contra Irán,La Eurocámara veta la entrada de representantes y diplomáticos iraníes a sus instalaciones,Internacional
"Anuncian nuevas excarcelaciones de presos políticos en Venezuela, pero cifras no coinciden","Caracas (Venezuela), 12 ene (EFE).- El Gobierno de Venezuela y varias ONG informaron este lunes de n...",Internacional
"Pahlaví, el hijo del último sah que los manifestantes aclaman frente al régimen","El autoproclamado Príncipe heredero, alineado con Israel, busca el apoyo de Trump, quien ha rechazado reunirse con él por falta de fuerza política en el país",Internacional
La DEA maneja un informe sobre los negocios millonarios de Delcy y su pareja,"El documento, en manos de la DEA, señala que el empresario libanés Yussef Abou Nassif consolidó, junto a sus hermanos, una fortuna de al menos 500 millones de dólares en contratos estatales cuando el país atravesaba su peor crisis humanitaria",Internacional
Más de un millar de hogares siguen sin calefacción en Kiev a consecuencia del ataque ruso del pasado viernes,"Kiev, 12 ene (EFE).- Más de un millar de hogares siguen sin calefacción en la ciudad de Kiev a conse...",Internacional
Los habitantes de Kiev temen nuevos ataques rusos en medio de la ola de frío,"Kiev, 12 ene (EFE).- Más de un millar de hogares siguen sin calefacción en la ciudad de Kiev a conse...",Internacional
Uno de los dueños del bar incendiado en Suiza permanecerá tres meses bajo custodia,La decisión puede ser revisada en caso de que se impongan otras medidas cautelares,Internacional
Ucrania despide a un trabajador médico fallecido en un ataque ruso en Kiev,"Kiev, 12 ene (EFE/EPA).- Familiares y amigos asistieron hoy a la ceremonia de despedida del médico u...",Internacional
"La fiscalía de Trump investiga al presidente de la Fed, que no obedeció en la bajada de tipos","«Esta acción sin precedentes hay que verla en el contexto de las amenazas y la presión de la Administración», dijo Jerome Powell",Internacional
"Portavoz de Hamás en Gaza dice que su gobierno está ""plenamente preparado"" para entregar el control","Gaza, 12 ene (EFE).- El grupo islamista Hamás afirmó este lunes que los organismos gubernamentales b...",Internacional
Ucrania despide en Kiev a un médico muerto en un ataque ruso,"Kiev, 12 ene (EFE/EPA).- Familiares y amigos asistieron hoy a la ceremonia de despedida del médico u...",Internacional
Miles de personas respaldan al Gobierno iraní en manifestaciones en la capital y en otros puntos del país,Además han rendido homenaje a los miembros de las fuerzas de seguridad que han muerto durante los recientes «disturbios»,Internacional
El Papa León XIV se reúne con la líder de la oposición venezolana María Corina Machado,El Papa León XIV ha recibido en audiencia privada en el Vaticano a la líder de la oposición...,Internacional
Italia pide a Irán que no aplique la pena de muerte contra los manifestantes,"Roma, 12 ene (EFE).- El ministro de Asuntos Exteriores de Italia, Antonio Tajani, pidió este lunes a...",Internacional
"Venezuela libera a una veintena de presos políticos, entre ellos el español Alejandro González de Canales Plaza",Nueve han salido de La Crisálida y otros quince de la prisión de Rodeo 1,Internacional
Las protestas en Irán dejan más de 500 muertos según activistas de derechos humanos,***RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access...,Internacional
Corea del Norte alerta del «desprecio de EE.UU.» por «la existencia de la ONU»,Sus autoridades denuncian los «actos criminales» y las medidas «lamentables» que Washington pone en marcha,Internacional
"Diputados groenlandeses, abiertos a un acuerdo económico con Trump",Consideran que la isla debe discutir su dependencia estructural y las oportunidades que podrían surgir de una cooperación más amplia con EE.UU,Internacional
Trump reitera que Estados Unidos se apoderará de Groenlandia «de una forma u otra»,El mandatario se escuda en que Rusia y China quieren apoderarse de la isla ártica y que la única forma de evitarlo es con la intervención de EE.UU. porque además los groelandeses solo tienen «dos trineos tirados por perros» para defenderse,Internacional
Las calles de Irán estallan a la espera de la intervención de Trump,"Ni Obama, ni Biden intervinieron durante las protestas de la 'Revolución verde' y Mahsa Amini, pero el actual presidente amenaza con castigar al régimen por su represión",Internacional
"Trump sobre Irán: ""Estamos analizando muy seriamente"" intervenir","El presidente de Estados Unidos, Donald Trump, ha asegurado este domingo que el Ejército del país...",Internacional
"Trump dice que el Ejército de EEUU está ""analizando muy seriamente"" intervenir en Irán","El presidente de Estados Unidos, Donald Trump, ha asegurado este domingo que el Ejército del país...",Internacional
La Casa Blanca afirma que Irán quiere negociar tras lanzar una amenaza militar,El presidente estadounidense también señaló que podrían «tener que actuar antes de una reunión»,Internacional
"Irán afirma que «no busca la guerra, pero está totalmente preparado»",Las palabras del ministro de Exteriores llegan después que Washington afirmara que el Gobierno iraní busca conversaciones para evitar una intervención militar por la represión a las protestas,Internacional
Trump se atribuye el cargo de presidente interino de Venezuela en una imagen manipulada de su perfil de Wikipedia,El presidente asegura que EE.UU. «está llevándose muy bien con el liderazgo» del país tras la captura de Nicolás Maduro,Internacional
"El candidato de Zapatero para Venezuela, investigado por tortura","Sectores del propio chavismo presentan a Rodríguez Torres como una opción de continuidad a futuro tras Maduro, pero Washington lo considera inasumible",Internacional
Familiares de detenidos en El Helicoide y El Rodeo I mantienen vigilia con oraciones y velas a la espera de excarcelaciones en Venezuela,"Caracas (Venezuela), 11 ene (EFE).- Familiares de personas recluidas en las cárceles de El Helicoide...",Internacional
Delcy se reunió en Doha con la CIA y el ministro de Exteriores de Putin,Los encuentros oficiales se llevaron a cabo en edificios del Gobierno de Qatar entre septiembre y Navidad,Internacional
El régimen iraní responde a las protestas con un baño de sangre,"Iran Human Rights ha compartido en redes sociales la cifra, cuando se alcanzan ya las dos semanas de revueltas en Teherán",Internacional
Chris Wright: «Trump ya controla toda la venta de petróleo de Venezuela»,"Según el secretario de Energía de EE.UU., el país suramericano «puede tardar hasta 12 años en volver a producir crudo al máximo»",Internacional
"Venezolanos en Perú piden libertad para presos políticos y el fin ""de la pesadilla""","Lima, 11 ene (EFE).- Un grupo de venezolanos residentes en Perú realizó este domingo una vigilia en ...",Internacional
Trump confirma que prepara el encuentro con Delcy y revela que ella le ofreció el petróleo,La Casa Blanca liga los contactos políticos a la toma de crudo y presiona a las petroleras tras criticar a Exxon,Internacional
Chavistas oran en Caracas por la libertad de Nicolás Maduro y Cilia Flores,"Caracas, 11 ene (EFE).- Simpatizantes chavistas oraron este domingo en una plaza de Caracas por la l...",Internacional
Chavistas oran en una plaza de Caracas por la libertad de Nicolás Maduro y Cilia Flores,"Caracas, 11 ene (EFE).- Simpatizantes chavistas oraron este domingo en una plaza de Caracas por la l...",Internacional
"Familiares de presos políticos en Venezuela temen que ""haya más muertos"" y exigen libertad","Caracas, 11 ene (EFE).- Familiares de presos políticos en Venezuela temen que ""haya más muertos"", lu...",Internacional
Todas las CC.AA. salvo Cataluña rechazan en bloque la propuesta de financiación de Montero,Hacienda les espeta que si no quieren el nuevo modelo se queden con el actual y las autonomías acusan al Gobierno de chantajearlas,Economia
Montero carga a seis CC.AA del PP la factura de la financiación a la catalana,"La reforma del Gobierno corrige el maltrato en Murcia, Andalucía, Comunidad Valenciana y Castilla-La Mancha y reconoce ese mismo estatus a la Generalitat",Economia
"El Registro fulmina más de 80.000 pisos turísticos, que no podrán alquilarse",EN AIRBNB Y BOOKING,Economia
Portazo de la vicepresidenta a las críticas a su reforma: «Esto es voluntario»,Hacienda cierra la puerta a cualquier cambio sustancial en su propuesta y despacha así la avalancha de críticas de las CC.AA.,Economia
El Gobierno quiere poner 17.000 fincas a disposición de los jóvenes agricultores,El presidente Sánchez asegura que esas hectáreas serán ofertadas en una plataforma y promete dedicar un 10% de la PAC al relevo generacional,Economia
China se reafirma como la primera potencia comercial con un superávit récord,EN 2025,Economia
La propuesta de Montero reducirá en dos terceras partes la aportación de Cataluña a la solidaridad,Un informe de Fedea concluye que en el modelo pactado por Hacienda la contribución catalana al sistema se reducirá de cerca de 2.300 millones a poco más de 800,Economia
Lagarde y De Cos impulsaron el cierre de filas de los banqueros centrales con Powell tras los ataques de Trump,La presidenta del BCE ha sido quien ha tomado la iniciativa del comunicado en el que reclaman «independencia» para la Reserva Federal,Economia
El sector porcino asume un golpe de 153 millones por la peste africana,"Los precios en Mercolleida, la lonja de referencia en España, rondan el euro el kilo, unos treinta céntimos por debajo de la media antes del estallido de la crisis",Economia
"Alerta en el turismo por la falta de alemanes, italianos, franceses y holandeses",El turismo desacelera en 2025 y ya crece a menor ritmo que la economía española,Economia
La Generalitat duplica la tasa turística autonómica tras acordarlo con ERC y Comuns,"Tras meses de negociación, la medida entrará en vigor el 1 de abril, y el Govern espera recaudar 200 millones de euros de aquí a dos años",Economia
Illa entregó a Montero una hoja de Excel con la cifra para Cataluña: 5.000 millones más,"La Generalitat asumió muy al principio de la negociación con Hacienda que no podría gestionar el 100% del Impuesto de la Renta, pero peleó para asegurarse 5.000 millones de recursos extra",Economia
No hay burbuja,JOSÉ RAMÓN ITURRIAGA,Economia
El mito de la ordinalidad,JOHN MÜLLER,Economia
Una reforma de la financiación que no resuelve sus problemas,YOLANDA GÓMEZ ROJO,Economia
Sánchez monta un 'teatrillo' en Davos con el Ibex para simular liderazgo,MARÍA JESÚS PÉREZ,Economia
Doble varapalo en Europa a las propuestas del Gobierno español,YOLANDA GÓMEZ ROJO,Economia
Sánchez ordena apuntalar su muro con «business prop»,MARÍA JESÚS PÉREZ,Economia
"Powell se planta ante Trump, con la independencia de la Fed en juego",La investigación criminal abierta por la fiscalía fuerza un cambio de rumbo del presidente del banco central,Economia
"Fitur 2026 contará con 967 expositores, un 9% más, y generará un impacto económico de 487 millones de euros en Madrid",La edición 46 de la gran feria del turismo se celebrará la semana que viene en Ifema con la representación de 161 países y la participación de 10.000 empresas,Economia
"Los gestores advierten sobre las estafas: «Ya no necesitan mentir, sólo parecer oficiales»","El presidente del Consejo General, Fernando Santiago, arremete contra la Administración y asegura que «no basta con decirle al ciudadano que tenga cuidado. Hay que construir garantías y canales oficiales de verificación«",Economia
"S&P, sobre la reforma de la financiación autonómica: «Los recursos no salen de la nada, se detraen del Estado»","La agencia de calificación duda de que la propuesta del Gobierno pueda salir adelante por la fragmentación política, aunque considera que mirando exclusivamente los números «no sería negativo» para las regiones",Economia
Zuckerberg coloca a una exasesora de Trump como presidenta de Meta,Los grandes líderes empresariales norteamericanos buscan la aporbación del presidente de Estados Unidos,Economia
Las inmobiliarias cargan contra las medidas de Sánchez: «El alquiler de habitaciones va a desaparecer»,Las empresas piden seguridad jurídica para que salga más oferta de arrendamientos al mercado y paliar la crisis habitacional,Economia
La era de las compañías que avanzan en sintonía con la sociedad,A FONDO,Economia
El cuidado del talento se convierte en un elemento esencial de competitividad,"LAS PERSONAS, EN EL CENTRO",Economia
El obstáculo pendiente para consolidar la inversión social,CARTERAS CON CONCIENCIA,Economia
Un empleo que abre camino: la historia del joven Hadirou y su nueva oportunidad con Incorpora,CONTENIDO EXTERNO,Economia
Vueling quiere crecer un 50% en tráfico hasta 2035 con renovación completa de su flota,Los primeros Boeing de la remesa de 50 adquirida y que relevará a los Airbus comenzarán a llegar en octubre,Economia
El Gobierno incluirá a Madrid en una candidatura conjunta con Cataluña para la gigafactoría europea de IA,El proyecto requerirá una inversión de 4.000 millones de euros,Economia
"Montero niega un ""cupo separatista"" en la nueva propuesta de financiación autonómica","Madrid, 14 ene (EFE).- La ministra de Hacienda y vicepresidenta primera del Gobierno, María Jesús Mo...",Economia
"El IBEX 35 sube el 0,05 % y firma un nuevo máximo histórico pese al tono de Wall Street","Madrid, 14 ene (EFE).- La bolsa española ha subido el 0,05 % este miércoles y ha firmado un nuevo má...",Economia
Montero dice que negociará con todos los partidos la propuesta de financiación autonómica,"Madrid, 14 ene (EFE).- La ministra de Hacienda y vicepresidenta primera del Gobierno, María Jesús Mo...",Economia
Nuevo fracaso del Gobierno con su plan de energía: el autoconsumo tampoco llega,Se debía llegar a los 19 GW instalados en 2030 y está en menos de la mitad. El sector duda de que se pueda alcanzar esa cifra para 2030,Economia
Extremadura critica que Montero presente una “propuesta para España” con 14 comunidades en contra,"Madrid, 14 ene (EFE).- La cumbre sobre el nuevo sistema de financiación autonómica que ha propuesto ...",Economia
"Sheinbaum está ""convencida"" de que seguirá relación comercial pese a críticas de Trump","Ciudad de México, 14 ene (EFE).- La presidenta de México, Claudia Sheinbaum, señaló este miércoles q...",Economia
"Galicia denuncia un modelo de financiación diseñado ""a espaldas"" de las comunidades","Madrid, 14 ene (EFE).- La cumbre sobre el nuevo sistema de financiación autonómica que ha propuesto ...",Economia
Canarias duda sobre qué pueden aportar a modelo de financiación: “el texto está ya preparado”,"Madrid, 14 ene (EFE).- La cumbre sobre el nuevo sistema de financiación autonómica que ha propuesto ...",Economia
"Montero niega que pretenda ""trocear la Agencia Tributaria"" con el nuevo modelo de gestión","Madrid, 14 ene (EFE).- La vicepresidenta primera y ministra de Hacienda, María Jesús Montero, ha neg...",Economia
Montero traslada a las CCAA que la adscripción al nuevo modelo de financiación será voluntaria,"La vicepresidenta del Gobierno y ministra de Hacienda, María Jesús Montero, ha trasladado este...",Economia
Mutuactivos encabezó las captaciones de fondos en 2025 entre las gestoras ajenas a la banca,"La entidad capta 1.336 millones de euros, un 40% más que el año anterior",Economia
"Montero dice que no hay un ""cupo separatista"" en la nueva propuesta de financiación autonómica","Madrid, 14 ene (EFE).- La ministra de Hacienda y vicepresidenta primera del Gobierno, María Jesús Mo...",Economia
Más ganaderos se suman a la tractorada de Lugo contra Mercosur y queman paja ante instituciones,Los ganaderos han recrudecido este miércoles las protestas contra el pacto del UE con Mercorsur en...,Economia
Consejero C. La Mancha: el Gobierno traslada “el chantaje independentista” a las comunidades,"Madrid, 14 ene (EFE).- La cumbre sobre el nuevo sistema de financiación autonómica que ha propuesto ...",Economia
Siguen llegando tractores mientras los ganaderos de Lugo queman forraje en la Ronda,"Lugo, 14 ene (EFE).- Los ganaderos concentrados en Lugo, convocados para protestar contra el tratado...",Economia
Consejero de Murcia: No queremos “bendecir sino ser partícipes” en el modelo de financiación,"Madrid, 14 ene (EFE).- La cumbre sobre el nuevo sistema de financiación autonómica que ha propuesto ...",Economia
Consejera de Economía de Madrid: No vamos a sufragar lo que quieren los independentistas,"Madrid, 14 ene (EFE).- La cumbre sobre el nuevo sistema de financiación autonómica que ha propuesto ...",Economia
Los ultrarricos invierten cada vez más en España para comprar viviendas de lujo,"La mejora de la calidad de vida se está convirtiendo en «un factor clave» detrás de las tendencias globales de inversión y migración de los compradores más acaudalados, según el informe de mercado de Engel & Völkers Private Office 2026",Economia
"C-LM acusa a Sánchez de intentar ""trasladar el chantaje de los independentistas"" a CCAA","El consejero socialista de Hacienda, Administraciones Públicas y Transformación Digital de...",Economia
"Extremadura afea la ""ausencia de respeto institucional"" de Montero en el CPFF","La consejera extremeña de Hacienda y Administración Pública, Elena Manzano, ha afeado la...",Economia
Capital de Perú afronta nuevo paro de transportes en protesta por embate de criminalidad,"Lima, 14 ene (EFE).- Diversos gremios de transporte urbano de Lima y la colindante provincia del Cal...",Economia
Lima enfrenta un nuevo paro de transportes en protesta por aumento de la criminalidad,"Lima, 14 ene (EFE).- Diversos gremios de transporte urbano de Lima y la provincia vecina del Callao ...",Economia
"Consejera madrileña de Economía exige una propuesta ""multilateral"" de financiación","La consejera madrileña de Economía, Hacienda y Empleo, Rocío Albert, ha insistido en expresar su...",Economia
"Las mejores hipotecas mixtas de enero de 2026: más baratas que las fijas, más estables que las variables",HIPOTECAS,Economia
Las mejores hipotecas variables de enero de 2026: los préstamos más baratos para comprar una casa,HIPOTECAS,Economia
Las mejores hipotecas fijas de diciembre de 2025: la tranquilidad de saber cuánto pagarás hasta el vencimiento,HIPOTECAS,Economia
"Las mejores hipotecas fijas, variables y mixtas de enero 2026",HIPOTECAS,Economia
Simulador de hipotecas: calcula los costes de tu préstamo en menos de un minuto,HIPOTECAS,Economia
Hipotecas: toda la información que necesitas saber antes de solicitarlas,HIPOTECAS,Economia
El sector de la movilidad aboga por la multienergía y la innovación,"El sector de la movilidad ha abogado por fomentar la multienergía, así como la innovación...",Economia
Iryo y EFE firman un acuerdo para ofrecer información económica en sus trenes,"Madrid, 14 ene (EFE TV).- Iryo y la Agencia EFE han firmado este miércoles un acuerdo de colaboració...",Economia
"Pere Navarro: ""Al centro no vas con eléctrico ni diésel o gasolina, vas en transporte público""","El director de Tráfico, Pere Navarro, ha valorado el acceso en transporte al centro de las...",Economia
"La bolsa española reduce sus ganancias al 0,14 % a mediodía y se aproxima a 17.700 puntos","Madrid, 14 ene (EFE).- La bolsa española reducía sus ganancias a mediodía al 0,14 % y continuaba en ...",Economia
Vueling se propone transportar 60 millones de pasajeros en 2035 e invertirá 5.000 millones,"Barcelona, 14 ene (EFE).- La aerolínea Vueling quiere transportar a 60 millones de pasajeros en 2035...",Economia
Indonesia espera que crezca la producción de café este año,"Aceh (Indonesia), 14 ene (EFE/EPA).- El negocio tradicional del tostado de café es una de las activi...",Economia
"Venezuela tiene capacidad para triplicar su producción petrolera, según exministro Ramírez","Viena, 14 ene (EFE).- Rafael Ramírez, ministro venezolano de Petróleo entre 2002 y 2013 bajo el mand...",Economia
Indonesia prevé que la producción de café crezca en 2026,"Aceh (Indonesia), 14 ene (EFE/EPA).- El negocio tradicional del tostado de café es una de las activi...",Economia
Ramírez ve posible triplicar la producción petrolera venezolana hasta 3 millones de barriles diarios,"Viena, 14 ene (EFE).- Rafael Ramírez, ministro venezolano de Petróleo entre 2002 y 2013 bajo el mand...",Economia
Netflix se plantea modificar su oferta sobre Warner Bros para hacerla 100% en efectivo,El objetivo es agilizar una transacción que podría tardar meses en concretarse debido a la potencial oposición política a la fusión,Economia
El encuentro del Gobierno con las autonomías arranca sin perspectivas de consenso,"Madrid, 14 ene (EFE).- El Consejo de Política Fiscal y Financiera (CPFF), que reúne a la vicepreside...",Economia
La DGT apuesta por las energías renovables para eliminar los combustibles fósiles en 2035,"El director de Tráfico, Pere Navarro, ha afirmado este miércoles Tras clausurar la jornada...",Economia
Pakistán se alía con la firma de la familia Trump para explorar pagos con su 'stablecoin',"Islamabad, 14 ene (EFE).- El Gobierno de Pakistán firmó este miércoles un acuerdo estratégico con un...",Economia
"Consejera extremeña de Hacienda asegura que ""combatirán"" la ""desigualdad"" en financiación","La consejera extremeña de Hacienda y Administración Pública, Elena Manzano, ha verbalizado la...",Economia
"Cataluña insiste en que ""todo el mundo gana"" con el nuevo modelo de financiación","La consejera de Economía y Finanzas de la Generalitat de Cataluña, Alicia Romero (PSC), ha...",Economia
"Andalucía acude al CPFF con ""incertidumbre"" e ""indignación""","La consejera andaluza de Economía, Hacienda, Fondos Europeos y Diálogo Social, Carolina España,...",Economia
"C-LM sobre el modelo de financiación: ""La ordinalidad es una línea roja""","El consejero de Hacienda, Administraciones Públicas y Transformación Digital de Castilla-La...",Economia
El rey garantiza a los inversores el compromiso de España con el libre comercio,"Madrid, 14 ene (EFE).- Felipe VI ha remarcado este miércoles el fuerte compromiso de España, a pesar...",Economia
"Consejero de Hacienda de Galicia dice que el modelo de financiación ""está precocinado""","El consejero de Hacienda y Administración Pública de la Xunta de Galicia, Miguel Corgos, ha...",Economia
Hasta 78.000 jóvenes se han inscrito ya para comprar el abono único de transportes,"El nuevo abono único de transportes, que entrará en vigor el próximo lunes, 19 de enero, ha...",Economia
"Las exportaciones chinas aumentaron un 6,1 % en 2025 pese a la guerra comercial","Shanghái (China), 14 ene (EFE/EPA).- El valor denominado en yuanes de las exportaciones chinas al re...",Economia
"China registra un aumento del 6,1% en sus exportaciones pese a la guerra comercial","Shanghái (China), 14 ene (EFE/EPA).- El valor denominado en yuanes de las exportaciones chinas al re...",Economia
"Las exportaciones de China crecen un 6,1% en 2025 pese a la guerra comercial","Shanghái (China), 14 ene (EFE/EPA).- El valor denominado en yuanes de las exportaciones chinas al re...",Economia
La Seguridad Social avisa a los pensionistas de un fraude que afecta a sus nóminas,"Desde la Tesorería General de la Seguridad Social advierten de que circula una carta en la que solicitan datos personales, pero es falsa",Economia
"Argentina cierra 2025 con una inflación del 31,5% , la más baja en los últimos ocho años",Se trata de la menor inflación en el país sudamericano desde el año 2017,Economia
"Trump llama ""cretino"" al presidente de la Reserva Federal y dice que ""se irá pronto""","Washington, 13 ene (EFE).- El presidente de EE.UU., Donald Trump, llamó ""cretino"" al presidente de l...",Economia
"El BID compromete un ""paquete"" financiero por 4.500 millones de dólares para Bolivia","La Paz, 13 ene (EFE).- El presidente del Banco Interamericano de Desarrollo (BID), Ilan Goldfajn, co...",Economia
"El BID compromete un ""paquete"" financiero para Bolivia por 4.500 millones de dólares","La Paz, 13 ene (EFE).- El presidente del Banco Interamericano de Desarrollo (BID), Ilan Goldfajn, co...",Economia
"La inflación en Argentina desacelera al 31,5 % en 2025, la menor en ocho años","Buenos Aires, 13 ene (EFE).- La inflación en Argentina fue en 2025 del 31,5 %, la menor tasa en los ...",Economia
"La inflación interanual en EE.UU. se mantiene en 2,7 % en diciembre de 2025","Washington, 13 ene (EFE).- El Índice de Precios de Consumo (IPC) de EE.UU. se mantuvo en un 2,7 % en...",Economia
"La Junta identifica en Cádiz 29 proyectos en riesgo por ""falta de inversiones"" del Gobierno","El consejero de Industria, Energía y Minas, Jorge Paradela, ha detallado este martes que su...",Economia
"La presión legislativa sobre el comercio: 3,8 normas al día","En 2025, en el ámbito de la alimentación, se aprobaron o modificaron 1.411 textos legislativos, frente a los 1.253 del año anterior, y muy lejos de los 476 de 2019",Economia
La agencia antiblanqueo multa a Caixabank por vender la Torre Foster,"La entidad, que heredó el problema de Bankia, ha recurrido los 30 millones que suma de sanción ante el Tribunal Supremo",Economia
"El titular del BID llega a Bolivia para apoyar al país en ""momento clave de transición""","La Paz, 13 ene (EFE).- El presidente del Banco Interamericano de Desarrollo (BID), Ilan Goldfajn, ll...",Economia
Firma española Typsa elaborará la consultoría para los estudios de la extensión del metro de Quito,"Quito, 13 ene (EFE).- La Empresa Metro de Quito adjudicó a la española Técnica y Proyectos S.A. (Typ...",Economia
Trump aprovecha los datos positivos de inflación para volver a cargar contra la Fed e insultar a Powell,El magnate ignora los llamamientos a preservar la «independencia» de los bancos centrales y celebra como un éxito personal las últimas cifras de inflación,Economia
El IBEX 35 renueva máximos históricos pero no alcanza el nivel de los 17.700 puntos,"Madrid, 13 ene (EFECOM).- El IBEX 35, índice de referencia de la Bolsa española, ha marcado este mar...",Economia
"El presidente del BID llega a Bolivia para apoyar al país en ""momento clave de transición""","La Paz, 13 ene (EFE).- El presidente del Banco Interamericano de Desarrollo (BID), Ilan Goldfajn, ll...",Economia
"Emiratos se aleja del ""drama"" y ""ruido"" por renovables mientras que África pide inversión","Abu Dabi, 13 ene (EFE/EPA).- Emiratos Árabes Unidos (EAU), país que apuesta muy fuerte por las energ...",Economia
Firma española Typsa desarrollará la consultoría para los estudios de extensión del metro de Quito,"Quito, 13 ene (EFE).- La Empresa Metro de Quito adjudicó a la española Técnica y Proyectos S.A. (Typ...",Economia
Firma española Typsa hará la consultoría para los estudios de extensión del metro de Quito,"Quito, 13 ene (EFE).- La Empresa Metro de Quito adjudicó a la española Técnica y Proyectos S.A. (Typ...",Economia
Emprender ya no es una cuestión de geografía,"RODRIGO CERNADAS, FUNDADOR Y CEO DE SARELI INVESTMENTS & NUTRALIE",Economia
Los bancos centrales cierran filas con Powell tras los ataques de Trump,"Christine Lagarde, presidenta del BCE, Pablo Hernández de Cos, director general del Banco de Pagos Internacionales, y los gobernadores de una decena de bancos regulatorios se unen para condenar la presiones de Washington a la Fed",Economia
Emiratos defiende una transición energética sin ideologías ni dramatismos,"Abu Dabi, 13 ene (EFE).- Emiratos Árabes Unidos (EAU), país que apuesta muy fuerte por las energías ...",Economia
Pérez Llorca no apoyará la financiación por excluir la deuda y el fondo de nivelación,"Alicante, 13 ene (EFE).- El president de la Generalitat, Juanfran Pérez Llorca, ha sostenido este ma...",Economia
"Pérez Llorca defiende en la vivienda, poner el foco en la oferta y no regular la demanda","Alicante, 13 ene (EFE).- El president de la Generalitat valenciana, Juanfran Pérez Llorca, ha plante...",Economia
El Govern da por cerrada la carpeta de la financiación y quiere negociar ya las cuentas,"Barcelona, 13 ene (EFE).- El Govern catalán ha dado este martes por prácticamente cerrada la carpeta...",Economia
Bustinduy dice que la renta de los caseros casi dobla la de los inquilinos y pide negociar,"Madrid, 13 ene (EFE).- El ministro de Derechos Sociales, Consumo y Agenda 2030, Pablo Bustinduy, dic...",Economia
Consumo advierte de una brecha de 23.600 euros entre las rentas de caseros e inquilinos,"Madrid, 13 ene (EFE).- El Ministerio de Derechos Sociales, Consumo y Agenda 2030 ha advertido este m...",Economia
El turismo español modera su crecimiento en 2025 y aporta 218.459 millones,El sector turístico español ha estabilizado su crecimiento a lo largo de 2025 con la generación...,Economia
Extremadura exige que criterios de igualdad y justicia marquen el modelo de financiación,"Mérida, 13 ene (EFE).- Extremadura exigirá los criterios de ""igualdad"" y ""justicia"" como ejes de la ...",Economia
El sector turístico español descarta que la situación geopolítica genere perjuicios,"Madrid, 13 ene (EFE).- El sector turístico español constata que en 2025 se redujo la presión, con un...",Economia
