titulo,descripcion,categoria,texto_completo,texto_limpio
"El Louvre, obligado a cerrar sus puertas por la huelga de sus trabajadores","París, 12 ene (EFE/EPA).- El Museo del Louvre se vio obligado a cerrar sus puertas este lunes por la...",Cultura,"El Louvre, obligado a cerrar sus puertas por la huelga de sus trabajadores París, 12 ene (EFE/EPA).- El Museo del Louvre se vio obligado a cerrar sus puertas este lunes por la...",louvre obligado cerrar puertas huelga trabajadores paris epa museo louvre vio obligado cerrar puertas
Así es 'Niños perdidos' el mural en Fuenlabrada (Madrid) que compite por premio internacional,"Madrid, 7 ene (EFE).- La plataforma de arte urbano Street Art Cities ha seleccionado 15 grafitis pin...",Cultura,"Así es 'Niños perdidos' el mural en Fuenlabrada (Madrid) que compite por premio internacional Madrid, 7 ene (EFE).- La plataforma de arte urbano Street Art Cities ha seleccionado 15 grafitis pin...",asi ninos perdidos mural fuenlabrada madrid compite premio internacional madrid plataforma arte urbano street art cities seleccionado grafitis pin
El Louvre permanece completamente cerrado por la huelga de sus trabajadores,"París, 12 ene (EFE/EPA).- El Museo del Louvre se vio obligado a cerrar sus puertas este lunes por la...",Cultura,"El Louvre permanece completamente cerrado por la huelga de sus trabajadores París, 12 ene (EFE/EPA).- El Museo del Louvre se vio obligado a cerrar sus puertas este lunes por la...",louvre permanece completamente cerrado huelga trabajadores paris epa museo louvre vio obligado cerrar puertas
'En el laberinto': la madura jovialidad de Javier de Juan,ARTE,Cultura,'En el laberinto': la madura jovialidad de Javier de Juan ARTE,laberinto madura jovialidad javier juan arte
Aquí donde estoy,DANIEL MÚGICA,Cultura,Aquí donde estoy DANIEL MÚGICA,aqui estoy daniel mugica
Un mural pintado por Murfin en un silo de Linares (Jaén) opta a ser el mejor del mundo,"Linares (Jaén), 12 ene (EFE).- La plataforma de arte urbano Street Art Cities ha seleccionado 15 gra...",Cultura,"Un mural pintado por Murfin en un silo de Linares (Jaén) opta a ser el mejor del mundo Linares (Jaén), 12 ene (EFE).- La plataforma de arte urbano Street Art Cities ha seleccionado 15 gra...",mural pintado murfin silo linares jaen opta mejor mundo linares jaen plataforma arte urbano street art cities seleccionado gra
El Louvre permanecerá cerrado este lunes por huelga de sus trabajadores,"El personal del museo parisino se halla movilizado desde mediados de diciembre por la falta de personal, especialmente en la vigilancia de las salas",Cultura,"El Louvre permanecerá cerrado este lunes por huelga de sus trabajadores El personal del museo parisino se halla movilizado desde mediados de diciembre por la falta de personal, especialmente en la vigilancia de las salas",louvre permanecera cerrado huelga trabajadores personal museo parisino halla movilizado mediados falta personal especialmente vigilancia salas
"'Wendy', de Eugenio Fuentes: Agradecido al mundo",CRÍTICA,Cultura,"'Wendy', de Eugenio Fuentes: Agradecido al mundo CRÍTICA",wendy eugenio fuentes agradecido mundo critica
Michael McDowell sigue vivo,CRÍTICA,Cultura,Michael McDowell sigue vivo CRÍTICA,michael mcdowell sigue vivo critica
"Muere Bob Weir, guitarrista fundador de Grateful Dead","El Empire State Building se ha iluminado en su honor y Bob Dylan ha rendido homenaje al músico estadounidense, fallecido a los 78 años",Cultura,"Muere Bob Weir, guitarrista fundador de Grateful Dead El Empire State Building se ha iluminado en su honor y Bob Dylan ha rendido homenaje al músico estadounidense, fallecido a los 78 años",muere bob weir guitarrista fundador grateful dead empire state building iluminado honor bob dylan rendido homenaje musico estadounidense fallecido anos
'Una batalla tras otra' triunfa en los Globos de Oro y 'Sirat' se va de vacío,"'Una batalla tras otra', la película dirigida por Paul Thomas Anderson y protagonizada por...",Cultura,"'Una batalla tras otra' triunfa en los Globos de Oro y 'Sirat' se va de vacío 'Una batalla tras otra', la película dirigida por Paul Thomas Anderson y protagonizada por...",batalla otra triunfa globos oro sirat vacio batalla otra pelicula dirigida paul thomas anderson protagonizada
'El agente secreto' deja sin premio a 'Sirat' en los Globos de Oro 2026,"'Una batalla tras otra', la película dirigida por Paul Thomas Anderson y protagonizada por...",Cultura,"'El agente secreto' deja sin premio a 'Sirat' en los Globos de Oro 2026 'Una batalla tras otra', la película dirigida por Paul Thomas Anderson y protagonizada por...",agente secreto deja premio sirat globos oro batalla otra pelicula dirigida paul thomas anderson protagonizada
Sevilla y América: el toreo que cruzó el océano y nunca regresó solo,LA TAURINA DE ABC,Cultura,Sevilla y América: el toreo que cruzó el océano y nunca regresó solo LA TAURINA DE ABC,sevilla america toreo cruzo oceano regreso taurina
"Los Globos de Oro, en imágenes","'Una batalla tras otra', la película dirigida por Paul Thomas Anderson y protagonizada por Leonardo DiCaprio, ha sido la gran triunfadora de la gala",Cultura,"Los Globos de Oro, en imágenes 'Una batalla tras otra', la película dirigida por Paul Thomas Anderson y protagonizada por Leonardo DiCaprio, ha sido la gran triunfadora de la gala",globos oro imagenes batalla otra pelicula dirigida paul thomas anderson protagonizada leonardo dicaprio gran triunfadora gala
Una herencia cervantina,KARINA SAINZ BORGO,Cultura,Una herencia cervantina KARINA SAINZ BORGO,herencia cervantina karina sainz borgo
"Martín García García, el pianista que persigue a la música con videojuegos",Ha triunfado en varios concursos internacionales. Dice que el piano tiene mucho que ver con la consola. ABC se acerca hasta la casa familiar del joven artista para repasar su carrera a través de las imágenes de su vida,Cultura,"Martín García García, el pianista que persigue a la música con videojuegos Ha triunfado en varios concursos internacionales. Dice que el piano tiene mucho que ver con la consola. ABC se acerca hasta la casa familiar del joven artista para repasar su carrera a través de las imágenes de su vida",martin garcia garcia pianista persigue musica videojuegos triunfado concursos internacionales piano tiene consola acerca casa familiar joven artista repasar carrera traves imagenes
"De Daca a Chittagong, en el país de la miseria",PEDRO GARCÍA CUARTANGO,Cultura,"De Daca a Chittagong, en el país de la miseria PEDRO GARCÍA CUARTANGO",daca chittagong pais miseria pedro garcia cuartango
5 grandes hits del pop de derechas,"Los Meconios, Sweet Eme, El Jincho, Angie Corine o Bb Trickz se han alzado como emblemas de una escena que intenta contrarrestar la hegemonía de la crítica social de izquierdas en la música",Cultura,"5 grandes hits del pop de derechas Los Meconios, Sweet Eme, El Jincho, Angie Corine o Bb Trickz se han alzado como emblemas de una escena que intenta contrarrestar la hegemonía de la crítica social de izquierdas en la música",grandes hits pop derechas meconios sweet eme jincho angie corine bb trickz alzado emblemas escena intenta contrarrestar hegemonia critica social izquierdas musica
"Antonio, «es el alma de España el que baila en ti»",Antonio Ruiz Soler es una de las figuras más relevantes de la historia de la danza española,Cultura,"Antonio, «es el alma de España el que baila en ti» Antonio Ruiz Soler es una de las figuras más relevantes de la historia de la danza española",antonio alma espana baila antonio ruiz soler figuras relevantes historia danza espanola
Muere el filólogo y crítico José Luis Varela,Fue premio Nacional de Literatura en 1970 por su ensayo 'La transfiguración literaria',Cultura,Muere el filólogo y crítico José Luis Varela Fue premio Nacional de Literatura en 1970 por su ensayo 'La transfiguración literaria',muere filologo critico jose luis varela premio nacional literatura ensayo transfiguracion literaria
"Mocedades presenta su nueva gira que contará con ""bandas y orquestas sinfónicas""","El grupo musical Mocedades ha anunciado que este año realizará una gira por toda España, que...",Cultura,"Mocedades presenta su nueva gira que contará con ""bandas y orquestas sinfónicas"" El grupo musical Mocedades ha anunciado que este año realizará una gira por toda España, que...",mocedades presenta nueva gira contara bandas orquestas sinfonicas grupo musical mocedades anunciado ano realizara gira toda espana
Mocedades arranca este lunes su gira por España con concierto en el Teatro Rialto de Madrid,"El grupo Mocedades ha anunciado que este año realizará una gira por toda España. ""A lo largo de...",Cultura,"Mocedades arranca este lunes su gira por España con concierto en el Teatro Rialto de Madrid El grupo Mocedades ha anunciado que este año realizará una gira por toda España. ""A lo largo de...",mocedades arranca gira espana concierto teatro rialto madrid grupo mocedades anunciado ano realizara gira toda espana largo
El director Roberto González-Monjas debuta al frente de la Orquesta Nacional,La Orquesta y Coro Nacionales de España ha preparado un programa de inspiración pictórica y...,Cultura,El director Roberto González-Monjas debuta al frente de la Orquesta Nacional La Orquesta y Coro Nacionales de España ha preparado un programa de inspiración pictórica y...,director roberto gonzalez monjas debuta frente orquesta nacional orquesta coro nacionales espana preparado programa inspiracion pictorica
El director vallisoletano Roberto González-Monjas debuta al frente de la Orquesta Nacional,La Orquesta y Coro Nacionales de España inaugura el año con un programa sinfónico centrado en la...,Cultura,El director vallisoletano Roberto González-Monjas debuta al frente de la Orquesta Nacional La Orquesta y Coro Nacionales de España inaugura el año con un programa sinfónico centrado en la...,director vallisoletano roberto gonzalez monjas debuta frente orquesta nacional orquesta coro nacionales espana inaugura ano programa sinfonico centrado
Japoneses se dan un baño con agua helada para purificar sus almas y pedir salud,"Tokio, 11 ene (EFE/EPA).- Cerca de un centenar de japoneses se dieron un baño de agua helada este do...",Cultura,"Japoneses se dan un baño con agua helada para purificar sus almas y pedir salud Tokio, 11 ene (EFE/EPA).- Cerca de un centenar de japoneses se dieron un baño de agua helada este do...",japoneses dan bano agua helada purificar almas pedir salud tokio epa centenar japoneses dieron bano agua helada do
Japoneses buscan purificar sus almas en el año nuevo con un baño en agua helada,"Tokio, 11 ene (EFE/EPA).- Cerca de un centenar de japoneses se dieron un baño de agua helada este do...",Cultura,"Japoneses buscan purificar sus almas en el año nuevo con un baño en agua helada Tokio, 11 ene (EFE/EPA).- Cerca de un centenar de japoneses se dieron un baño de agua helada este do...",japoneses buscan purificar almas ano bano agua helada tokio epa centenar japoneses dieron bano agua helada do
Relato de Jaime Bayly: Por qué no me hice sacerdote,JAIME BAYLY,Cultura,Relato de Jaime Bayly: Por qué no me hice sacerdote JAIME BAYLY,relato jaime bayly hice sacerdote jaime bayly
'Fiesta del té' de los premios BAFTA en Los Ángeles,"Los Ángeles (EE.UU.), 10 ene (EFE).- La ciudad de Los Ángeles (EE.UU.) acogió este sábado la alfombr...",Cultura,"'Fiesta del té' de los premios BAFTA en Los Ángeles Los Ángeles (EE.UU.), 10 ene (EFE).- La ciudad de Los Ángeles (EE.UU.) acogió este sábado la alfombr...",fiesta premios bafta angeles angeles estadosunidos ciudad angeles estadosunidos acogio sabado alfombr
Muere el cantante colombiano de música popular Yeison Jiménez tras un accidente de avioneta,Otras cinco personas fallecieron tras caerse la aeronave,Cultura,Muere el cantante colombiano de música popular Yeison Jiménez tras un accidente de avioneta Otras cinco personas fallecieron tras caerse la aeronave,muere cantante colombiano musica popular yeison jimenez accidente avioneta personas fallecieron caerse aeronave
El 'fantasma' de un rostro femenino aparece en la barba de un anciano pintado por Rubens,"Atribuyen al maestro flamenco el estudio de una cabeza, adquirido en subasta hace tres años por menos de 100.000 euros y que se exhibirá este mes en Brafa, la feria de arte de Bruselas",Cultura,"El 'fantasma' de un rostro femenino aparece en la barba de un anciano pintado por Rubens Atribuyen al maestro flamenco el estudio de una cabeza, adquirido en subasta hace tres años por menos de 100.000 euros y que se exhibirá este mes en Brafa, la feria de arte de Bruselas",fantasma rostro femenino aparece barba anciano pintado rubens atribuyen maestro flamenco estudio cabeza adquirido subasta anos euros exhibira mes brafa feria arte bruselas
Lise Davidsen: «Nada es fácil cuando cantas 'Tristán e Isolda'»,"La soprano noruega se estrena en una de las cumbres wagnerianas el próximo lunes en el Liceo, en medio de una enorme expectación",Cultura,"Lise Davidsen: «Nada es fácil cuando cantas 'Tristán e Isolda'» La soprano noruega se estrena en una de las cumbres wagnerianas el próximo lunes en el Liceo, en medio de una enorme expectación",lise davidsen facil cantas tristan e isolda soprano noruega estrena cumbres wagnerianas proximo liceo medio enorme expectacion
Condenado un detectorista por fingir hallazgos de piezas compradas en internet,"Adquirió en eBay el famoso caballo de Leasingham, un broche que fue considerado una rareza romana y por el que le pagaron 5.700 euros",Cultura,"Condenado un detectorista por fingir hallazgos de piezas compradas en internet Adquirió en eBay el famoso caballo de Leasingham, un broche que fue considerado una rareza romana y por el que le pagaron 5.700 euros",condenado detectorista fingir hallazgos piezas compradas internet adquirio ebay famoso caballo leasingham broche considerado rareza romana pagaron euros
"Luz Casal retoma su ""gran vínculo"" con París y agradece el ""regalo"" de su dúo con Carla Bruni","París, 10 ene (EFE).- Después de cinco años, Luz Casal volvió esta noche a actuar en París, una ciud...",Cultura,"Luz Casal retoma su ""gran vínculo"" con París y agradece el ""regalo"" de su dúo con Carla Bruni París, 10 ene (EFE).- Después de cinco años, Luz Casal volvió esta noche a actuar en París, una ciud...",luz casal retoma gran vinculo paris agradece regalo duo carla bruni paris despues anos luz casal volvio noche actuar paris ciud
Luz Casal vuelve a París,"París, 10 ene (EFE).- Después de cinco años, Luz Casal volvió esta noche a actuar en París, una ciud...",Cultura,"Luz Casal vuelve a París París, 10 ene (EFE).- Después de cinco años, Luz Casal volvió esta noche a actuar en París, una ciud...",luz casal vuelve paris paris despues anos luz casal volvio noche actuar paris ciud
El pueblo de Palencia que se resiste a despedir a los Reyes Magos y reúne a 6.000 personas,"Becerril de Campos (Palencia), 10 ene (EFE).- La localidad palentina de Becerril de Campos ha desped...",Cultura,"El pueblo de Palencia que se resiste a despedir a los Reyes Magos y reúne a 6.000 personas Becerril de Campos (Palencia), 10 ene (EFE).- La localidad palentina de Becerril de Campos ha desped...",pueblo palencia resiste despedir reyes magos reune personas becerril campos palencia localidad palentina becerril campos desped
Morante presenta los carteles de los encierros de San Sebastián en La Puebla del Río,"El diestro cigarrero, vestido de corto, junto a la alcaldesa, María Dolores Prósper, se fotografían junto al cartel anunciador de los festejos",Cultura,"Morante presenta los carteles de los encierros de San Sebastián en La Puebla del Río El diestro cigarrero, vestido de corto, junto a la alcaldesa, María Dolores Prósper, se fotografían junto al cartel anunciador de los festejos",morante presenta carteles encierros san sebastian puebla rio diestro cigarrero vestido corto junto alcaldesa maria dolores prosper fotografian junto cartel anunciador festejos
Nadadores celebran en el Carnaval del Hielo en el lago Orankesee en Berlín,"Berlín, 10 ene (EFE/EPA).- Nadadores y curiosos se congregaron este sábado en el lago Orankesee para...",Cultura,"Nadadores celebran en el Carnaval del Hielo en el lago Orankesee en Berlín Berlín, 10 ene (EFE/EPA).- Nadadores y curiosos se congregaron este sábado en el lago Orankesee para...",nadadores celebran carnaval hielo lago orankesee berlin berlin epa nadadores curiosos congregaron sabado lago orankesee
Nadadores desafía las aguas heladas del lago Orankesee durante el Carnaval del Hielo en Berlín,"Berlín, 10 ene (EFE/EPA).- Nadadores y curiosos se congregaron este sábado en el lago Orankesee para...",Cultura,"Nadadores desafía las aguas heladas del lago Orankesee durante el Carnaval del Hielo en Berlín Berlín, 10 ene (EFE/EPA).- Nadadores y curiosos se congregaron este sábado en el lago Orankesee para...",nadadores desafia aguas heladas lago orankesee carnaval hielo berlin berlin epa nadadores curiosos congregaron sabado lago orankesee
"La directora de Teatro Encantado (Madrid) destaca la magia de cerca como ""seña de identidad""",La sala Teatro Encantado (Madrid) cierra este 11 de enero la programación que habían preparado...,Cultura,"La directora de Teatro Encantado (Madrid) destaca la magia de cerca como ""seña de identidad"" La sala Teatro Encantado (Madrid) cierra este 11 de enero la programación que habían preparado...",directora teatro encantado madrid destaca magia sena identidad sala teatro encantado madrid cierra programacion habian preparado
"Fuerteventura se despide de ""Invictus"", la gran retrospectiva del artista alemán Klaus Berends","Puerto del Rosario (Fuerteventura), 10 ene (EFE).- Fuerteventura se despide este sábado de la muest...",Cultura,"Fuerteventura se despide de ""Invictus"", la gran retrospectiva del artista alemán Klaus Berends Puerto del Rosario (Fuerteventura), 10 ene (EFE).- Fuerteventura se despide este sábado de la muest...",fuerteventura despide invictus gran retrospectiva artista aleman klaus berends puerto rosario fuerteventura fuerteventura despide sabado muest
Juliette Binoche: «No quiero malgastar mi vida en el cine basura»,PORTADA,Cultura,Juliette Binoche: «No quiero malgastar mi vida en el cine basura» PORTADA,juliette binoche quiero malgastar cine basura portada
La nueva generación que entra por primera vez a la cueva original de Altamira,"Altamira (Cantabria), 10 ene (EFE).- Adriana, Iván, Mateo, Marta y Andrea son los primeros jóvenes d...",Cultura,"La nueva generación que entra por primera vez a la cueva original de Altamira Altamira (Cantabria), 10 ene (EFE).- Adriana, Iván, Mateo, Marta y Andrea son los primeros jóvenes d...",nueva generacion entra primera cueva original altamira altamira cantabria adriana ivan mateo marta andrea primeros jovenes d
Urtasun inaugura en Nueva Delhi el año de alianza cultural entre España y la India,"Nueva Delhi, 10 ene (EFE).- El ministro de Cultura español, Ernest Urtasun, inauguró este sábado en ...",Cultura,"Urtasun inaugura en Nueva Delhi el año de alianza cultural entre España y la India Nueva Delhi, 10 ene (EFE).- El ministro de Cultura español, Ernest Urtasun, inauguró este sábado en ...",urtasun inaugura nueva delhi ano alianza cultural espana india nueva delhi ministro cultura espanol ernest urtasun inauguro sabado
España busca fortalecer sus lazos con India a través de su cine,"Nueva Delhi, 10 ene (EFE).- España ha sido invitada a convertirse en país de honor del Festival Inte...",Cultura,"España busca fortalecer sus lazos con India a través de su cine Nueva Delhi, 10 ene (EFE).- España ha sido invitada a convertirse en país de honor del Festival Inte...",espana busca fortalecer lazos india traves cine nueva delhi espana invitada convertirse pais honor festival inte
España entrará como país de honor en el gran escaparate internacional del cine indio,"Nueva Delhi, 10 ene (EFE).- España ha sido invitada a convertirse en país de honor del Festival Inte...",Cultura,"España entrará como país de honor en el gran escaparate internacional del cine indio Nueva Delhi, 10 ene (EFE).- España ha sido invitada a convertirse en país de honor del Festival Inte...",espana entrara pais honor gran escaparate internacional cine indio nueva delhi espana invitada convertirse pais honor festival inte
Los artistas serán la excepción en el endurecimiento de la política de inmigración del del Reino Unido,"Mientras el Gobierno endurece el acceso general al mercado laboral, introduce exenciones para el mundo del arte que revelan el peso de la cultura en la proyección internacional del país",Cultura,"Los artistas serán la excepción en el endurecimiento de la política de inmigración del del Reino Unido Mientras el Gobierno endurece el acceso general al mercado laboral, introduce exenciones para el mundo del arte que revelan el peso de la cultura en la proyección internacional del país",artistas seran excepcion endurecimiento politica inmigracion reinounido gobierno endurece acceso general mercado laboral introduce exenciones mundo arte revelan peso cultura proyeccion internacional pais
Curro Romero encabeza una comisión nacida para homenajear al torero Rafael de Paula en Jerez,Entre las iniciativas que se proponen está la creación junto a la plaza de toros jerezana de un monumento en honor del maestro fallecido el pasado mes de noviembre,Cultura,Curro Romero encabeza una comisión nacida para homenajear al torero Rafael de Paula en Jerez Entre las iniciativas que se proponen está la creación junto a la plaza de toros jerezana de un monumento en honor del maestro fallecido el pasado mes de noviembre,curro romero encabeza comision nacida homenajear torero rafael paula jerez iniciativas proponen creacion junto plaza toros jerezana monumento honor maestro fallecido pasado mes
La iglesia de los Santos Juanes de Valencia concluye sus trabajos de restauración,"La iglesia de los Santos Juanes de Valencia ha recuperado ""su antiguo esplendor"" tras concluir un...",Cultura,"La iglesia de los Santos Juanes de Valencia concluye sus trabajos de restauración La iglesia de los Santos Juanes de Valencia ha recuperado ""su antiguo esplendor"" tras concluir un...",iglesia santos juanes valencia concluye trabajos restauracion iglesia santos juanes valencia recuperado antiguo esplendor concluir
Iglesia Santos Juanes recupera su esplendor con una restauración que combina nuevas tecnologías,"La iglesia de los Santos Juanes de València ha recuperado ""su antiguo esplendor"" tras concluir un...",Cultura,"Iglesia Santos Juanes recupera su esplendor con una restauración que combina nuevas tecnologías La iglesia de los Santos Juanes de València ha recuperado ""su antiguo esplendor"" tras concluir un...",iglesia santos juanes recupera esplendor restauracion combina nuevas tecnologias iglesia santos juanes valencia recuperado antiguo esplendor concluir
Surcoreanos atrapan truchas con las manos en el Festival de Hielo Hwacheon Sancheoneo,"Hwacheon (Corea de Sur), 10 ene (EFE/EPA).- A partir de este sábado, y hasta el próximo 1 de febrero...",Cultura,"Surcoreanos atrapan truchas con las manos en el Festival de Hielo Hwacheon Sancheoneo Hwacheon (Corea de Sur), 10 ene (EFE/EPA).- A partir de este sábado, y hasta el próximo 1 de febrero...",surcoreanos atrapan truchas manos festival hielo hwacheon sancheoneo hwacheon corea sur epa partir sabado proximo
Cientos de surcoreanos disfrutan del Festival de Hielo Hwacheon Sancheoneo,"Hwacheon (Corea de Sur), 10 ene (EFE/EPA).- A partir de este sábado, y hasta el próximo 1 de febrero...",Cultura,"Cientos de surcoreanos disfrutan del Festival de Hielo Hwacheon Sancheoneo Hwacheon (Corea de Sur), 10 ene (EFE/EPA).- A partir de este sábado, y hasta el próximo 1 de febrero...",cientos surcoreanos disfrutan festival hielo hwacheon sancheoneo hwacheon corea sur epa partir sabado proximo
"Martin Scorsese, ni gángster ni santo ni mortal",FUERA DE CAMPO,Cultura,"Martin Scorsese, ni gángster ni santo ni mortal FUERA DE CAMPO",martin scorsese gangster santo mortal campo
"Andrea Canepa: «Sin duda alguna, el goce es político»",ARTE,Cultura,"Andrea Canepa: «Sin duda alguna, el goce es político» ARTE",andrea canepa duda alguna goce politico arte
Richard Linklater recoge el espíritu de la 'Nouvelle Vague',"El cineasta de Texas viaja al París de 1959 para bucear en el rodaje del debut de Godard como cineasta, una película, 'À bout de souffle' en su título original, que se convertiría en un mito fundacional",Cultura,"Richard Linklater recoge el espíritu de la 'Nouvelle Vague' El cineasta de Texas viaja al París de 1959 para bucear en el rodaje del debut de Godard como cineasta, una película, 'À bout de souffle' en su título original, que se convertiría en un mito fundacional",richard linklater recoge espiritu nouvelle vague cineasta texas viaja paris bucear rodaje debut godard cineasta pelicula bout souffle titulo original convertiria mito fundacional
El Museo Reina Sofía incorporó a sus colecciones 404 obras en 2025,"Realizadas por 130 artistas (el 58,6% son mujeres), están valoradas en 10,6 millones de euros",Cultura,"El Museo Reina Sofía incorporó a sus colecciones 404 obras en 2025 Realizadas por 130 artistas (el 58,6% son mujeres), están valoradas en 10,6 millones de euros",museo reina sofia incorporo colecciones obras realizadas artistas mujeres estan valoradas millones euros
"La fiebre por las rebajas con colas, carreras y codazos por las gangas",Miles de personas se congregaban ante las puertas de los grandes almacenes en el primer día de descuentos,Cultura,"La fiebre por las rebajas con colas, carreras y codazos por las gangas Miles de personas se congregaban ante las puertas de los grandes almacenes en el primer día de descuentos",fiebre rebajas colas carreras codazos gangas miles personas congregaban puertas grandes almacenes primer dia descuentos
"Kate Atkinson, la mujer que nunca soñó con escribir y se convirtió en best seller","La autora británica, que debutó a los 40 años, se convirtió en un verdadero fenómeno editorial y fue adaptada por la BBC. Ahora publica nueva novela",Cultura,"Kate Atkinson, la mujer que nunca soñó con escribir y se convirtió en best seller La autora británica, que debutó a los 40 años, se convirtió en un verdadero fenómeno editorial y fue adaptada por la BBC. Ahora publica nueva novela",kate atkinson mujer sono escribir convirtio best seller autora britanica debuto anos convirtio verdadero fenomeno editorial adaptada bbc publica nueva novela
El templo masónico de Santa Cruz de Tenerife será declarado lugar de memoria democrática,"Santa Cruz de Tenerife, 9 ene (EFE).- El templo masónico de Santa Cruz de Tenerife, el único centro ...",Cultura,"El templo masónico de Santa Cruz de Tenerife será declarado lugar de memoria democrática Santa Cruz de Tenerife, 9 ene (EFE).- El templo masónico de Santa Cruz de Tenerife, el único centro ...",templo masonico santa cruz tenerife sera declarado lugar memoria democratica santa cruz tenerife templo masonico santa cruz tenerife unico centro
"Bad Bunny, demandado por 16 millones de dólares por el uso no autorizado de una voz en su último disco",El cantante ha utilizado en dos canciones una frase grabada por una ciudadana puertorriqueña en 2018,Cultura,"Bad Bunny, demandado por 16 millones de dólares por el uso no autorizado de una voz en su último disco El cantante ha utilizado en dos canciones una frase grabada por una ciudadana puertorriqueña en 2018",bad bunny demandado millones dolares uso autorizado voz ultimo disco cantante utilizado canciones frase grabada ciudadana puertorriquena
Los libros más esperados de 2026,"Salman Rushdie, Yasmina Reza, Julian Barnes, Emmanuel Carrère, Fernando Aramburu y Karina Sainz Borgo vuelven a las librerías",Cultura,"Los libros más esperados de 2026 Salman Rushdie, Yasmina Reza, Julian Barnes, Emmanuel Carrère, Fernando Aramburu y Karina Sainz Borgo vuelven a las librerías",libros esperados salman rushdie yasmina reza julian barnes emmanuel carrere fernando aramburu karina sainz borgo vuelven librerias
Un nuevo tesoro de la Edad de Hierro aporta evidencias sobre los guerreros celtas,Un carnyx de bronce hallado es una de las trompetas de guerra de este tipo más completas documentadas en toda Europa,Cultura,Un nuevo tesoro de la Edad de Hierro aporta evidencias sobre los guerreros celtas Un carnyx de bronce hallado es una de las trompetas de guerra de este tipo más completas documentadas en toda Europa,tesoro edad hierro aporta evidencias guerreros celtas carnyx bronce hallado trompetas guerra tipo completas documentadas toda europa
"Gervasio Sánchez: ""Buscar víctimas reales de la guerra me evitó una depresión de caballo""","Ciudad de Panamá, 9 ene (EFE).- El fotoperiodista español Gervasio Sánchez ha cubierto decenas de gu...",Cultura,"Gervasio Sánchez: ""Buscar víctimas reales de la guerra me evitó una depresión de caballo"" Ciudad de Panamá, 9 ene (EFE).- El fotoperiodista español Gervasio Sánchez ha cubierto decenas de gu...",gervasio sanchez buscar victimas reales guerra evito depresion caballo ciudad panama fotoperiodista espanol gervasio sanchez cubierto decenas gu
Víctor Puerto anuncia su despedida en el XXXI aniversario de su alternativa,"El diestro manchego, que marcó una época tras su fulgurante irrupción en los años 90, programa una temporada de despedida centrada en sus plazas talismán y en su tierra, Ciudad Real",Cultura,"Víctor Puerto anuncia su despedida en el XXXI aniversario de su alternativa El diestro manchego, que marcó una época tras su fulgurante irrupción en los años 90, programa una temporada de despedida centrada en sus plazas talismán y en su tierra, Ciudad Real",victor puerto anuncia despedida xxxi aniversario alternativa diestro manchego marco epoca fulgurante irrupcion anos programa temporada despedida centrada plazas talisman tierra ciudad real
"Gervasio Sánchez retrara en ""vidas minadas"" su experiencia como reportero de guerra","Ciudad de Panamá, 9 ene (EFE).- El fotoperiodista español Gervasio Sánchez ha cubierto decenas de gu...",Cultura,"Gervasio Sánchez retrara en ""vidas minadas"" su experiencia como reportero de guerra Ciudad de Panamá, 9 ene (EFE).- El fotoperiodista español Gervasio Sánchez ha cubierto decenas de gu...",gervasio sanchez retrara vidas minadas experiencia reportero guerra ciudad panama fotoperiodista espanol gervasio sanchez cubierto decenas gu
"Gervasio Sánchez dice que buscar víctimas reales de la guerra le evitó una ""depresión de caballo""","Ciudad de Panamá, 9 ene (EFE).- El fotoperiodista español Gervasio Sánchez ha cubierto decenas de gu...",Cultura,"Gervasio Sánchez dice que buscar víctimas reales de la guerra le evitó una ""depresión de caballo"" Ciudad de Panamá, 9 ene (EFE).- El fotoperiodista español Gervasio Sánchez ha cubierto decenas de gu...",gervasio sanchez buscar victimas reales guerra evito depresion caballo ciudad panama fotoperiodista espanol gervasio sanchez cubierto decenas gu
No estamos solos,BRUNO PARDO PORTO,Cultura,No estamos solos BRUNO PARDO PORTO,estamos solos bruno pardo porto
"Jorge Diezma, revitalización estética",ARTE,Cultura,"Jorge Diezma, revitalización estética ARTE",jorge diezma revitalizacion estetica arte
Las obras del metro de Sevilla sacan a la luz restos de la época medieval andalusí,"Sevilla, 9 ene (EFE).- Las obras del tercer tramo de la Línea 3 Norte del Metro de Sevilla han sacad...",Cultura,"Las obras del metro de Sevilla sacan a la luz restos de la época medieval andalusí Sevilla, 9 ene (EFE).- Las obras del tercer tramo de la Línea 3 Norte del Metro de Sevilla han sacad...",obras metro sevilla sacan luz restos epoca medieval andalusi sevilla obras tercer tramo linea norte metro sevilla sacad
"Eve Babitz y Joan Didion, dos mujeres y dos destinos",CRÍTICA,Cultura,"Eve Babitz y Joan Didion, dos mujeres y dos destinos CRÍTICA",eve babitz joan didion mujeres destinos critica
"Azcón asegura que las pinturas de Sijena ""estarán dentro de muy poco donde corresponde""","El presidente del Gobierno de Aragón, Jorge Azcón, ha expresado en nombre de la sociedad...",Cultura,"Azcón asegura que las pinturas de Sijena ""estarán dentro de muy poco donde corresponde"" El presidente del Gobierno de Aragón, Jorge Azcón, ha expresado en nombre de la sociedad...",azcon asegura pinturas sijena estaran corresponde presidente gobierno aragon jorge azcon expresado nombre sociedad
